02001,"Spices, allspice, ground"
02002,"Spices, anise seed"
02003,"Spices, basil, dried"
02004,"Spices, bay leaf"
02005,"Spices, caraway seed"
02006,"Spices, cardamom"
02007,"Spices, celery seed"
02009,"Spices, chili powder"
02010,"Spices, cinnamon, ground"
02011,"Spices, cloves, ground"
02012,"Spices, coriander leaf, dried"
02013,"Spices, coriander seed"
02014,"Spices, cumin seed"
02015,"Spices, curry powder"
02016,"Spices, dill seed"
02017,"Spices, dill weed, dried"
02018,"Spices, fennel seed"
02019,"Spices, fenugreek seed"
02020,"Spices, garlic powder"
02021,"Spices, ginger, ground"
02022,"Spices, mace, ground"
02023,"Spices, marjoram, dried"
02025,"Spices, nutmeg, ground"
02026,"Spices, onion powder"
02027,"Spices, oregano, dried"
02028,"Spices, paprika"
02029,"Spices, parsley, dried"
02030,"Spices, pepper, black"
02031,"Spices, pepper, red or cayenne"
02032,"Spices, pepper, white"
02033,"Spices, poppy seed"
02034,"Spices, poultry seasoning"
02035,"Spices, pumpkin pie spice"
02036,"Spices, rosemary, dried"
02037,"Spices, saffron"
02038,"Spices, sage, ground"
02039,"Spices, savory, ground"
02041,"Spices, tarragon, dried"
02042,"Spices, thyme, dried"
02043,"Spices, turmeric, ground"
02044,"Basil, fresh"
02045,"Dill weed, fresh"
02046,"Mustard, prepared, yellow"
02047,"Salt, table"
02048,"Vinegar, cider"
02049,"Thyme, fresh"
02050,Vanilla extract
02051,"Vanilla extract, imitation, alcohol"
02053,"Vinegar, distilled"
02054,"Capers, canned"
02055,"Horseradish, prepared"
02063,"Rosemary, fresh"
02064,"Peppermint, fresh"
02065,"Spearmint, fresh"
02066,"Spearmint, dried"
02068,"Vinegar, red wine"
02069,"Vinegar, balsamic"
04002,Lard
04015,"Salad dressing, russian dressing"
04017,"Salad dressing, thousand island, commercial, regular"
04020,"Salad dressing, french dressing, reduced fat"
04025,"Salad dressing, mayonnaise, regular"
04047,"Oil, coconut"
04053,"Oil, olive, salad or cooking"
04055,"Oil, palm"
04058,"Oil, sesame, salad or cooking"
04060,"Oil, sunflower, linoleic (less than 60%)"
04073,"Margarine, regular, hard, soybean (hydrogenated)"
04501,"Oil, cocoa butter"
04506,"Oil, sunflower, linoleic, (approx. 65%)"
04517,"Oil, grapeseed"
04528,"Oil, walnut"
04529,"Oil, almond"
04532,"Oil, hazelnut"
04536,"Oil, sheanut"
04574,"Fat, duck"
04575,"Fat, turkey"
04576,"Fat, goose"
04581,"Oil, avocado"
04582,"Oil, canola"
04583,"Oil, mustard"
04610,"Margarine, regular, 80% fat, composite, stick, with salt"
04641,"Salad dressing, mayonnaise, light"
04708,"Mayonnaise, reduced fat, with olive oil"
04709,"Salad dressing, mayonnaise-type, light"
05011,"Chicken, broilers or fryers, meat only, raw"
05023,"Chicken, gizzard, all classes, raw"
05025,"Chicken, heart, all classes, raw"
05027,"Chicken, liver, all classes, raw"
05039,"Chicken, broilers or fryers, light meat, meat only, raw"
05047,"Chicken, broilers or fryers, separable fat, raw"
05053,"Chicken, broilers or fryers, back, meat only, raw"
05066,"Chicken, broilers or fryers, drumstick, meat and skin, raw"
05080,"Chicken, broilers or fryers, leg, meat only, raw"
05088,"Chicken, broilers or fryers, neck, meat only, raw"
05096,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw"
05105,"Chicken, broilers or fryers, wing, meat only, raw"
05111,"Canada Goose, breast meat, skinless, raw"
05139,"Duck, domesticated, meat and skin, raw"
05141,"Duck, domesticated, meat only, raw"
05143,"Duck, domesticated, liver, raw"
05144,"Duck, wild, meat and skin, raw"
05145,"Duck, wild, breast, meat only, raw"
05146,"Goose, domesticated, meat and skin, raw"
05148,"Goose, domesticated, meat only, raw"
05150,"Goose, liver, raw"
05153,"Pheasant, raw, meat and skin"
05154,"Pheasant, raw, meat only"
05155,"Pheasant, breast, meat only, raw"
05156,"Pheasant, leg, meat only, raw"
05157,"Quail, meat and skin, raw"
05158,"Quail, meat only, raw"
05159,"Quail, breast, meat only, raw"
05167,"Turkey, whole, meat only, raw"
05171,"Turkey, whole, giblets, raw"
05173,"Turkey, gizzard, all classes, raw"
05175,"Turkey, heart, all classes, raw"
05177,"Turkey, liver, all classes, raw"
05179,"Turkey from whole, neck, meat only, raw"
05185,"Turkey from whole, light meat, raw"
05187,"Turkey from whole, dark meat, meat only, raw"
05191,"Turkey, all classes, breast, meat and skin, raw"
05193,"Turkey, all classes, leg, meat and skin, raw"
05195,"Turkey, all classes, wing, meat and skin, raw"
05215,"Turkey, back from whole bird, meat only, raw"
05219,"Turkey, breast, from whole bird, meat only, raw"
11568,"Turnip greens, raw"
05227,"Turkey, wing, from whole bird, meat only, raw"
05302,"Poultry, mechanically deboned, from backs and necks without skin, raw"
05303,"Poultry, mechanically deboned, from mature hens, raw"
05305,"Ground turkey, raw"
05307,"Chicken, cornish game hens, meat and skin, raw"
05309,"Chicken, cornish game hens, meat only, raw"
05332,"Chicken, ground, raw"
05335,"Chicken, feet, boiled"
05651,"Ostrich, oyster, raw"
05662,"Ground turkey, fat free, raw"
06076,"Soup, beef broth, cubed, dry"
06080,"Soup, chicken broth or bouillon, dry"
06081,"Soup, chicken broth cubes, dry"
06112,"Sauce, teriyaki, ready-to-serve"
06118,"Gravy, brown, dry"
06120,"Gravy, chicken, dry"
06122,"Gravy, mushroom, dry, powder"
06123,"Gravy, onion, dry, mix"
06124,"Gravy, pork, dry, powder"
06126,"Gravy, turkey, dry"
06147,"Soup, beef mushroom, canned, condensed"
06149,"Soup, chicken mushroom, canned, condensed"
06150,"Sauce, barbecue"
06152,"Sauce, pizza, canned, ready-to-serve"
06159,"Soup, tomato, canned, condensed"
06164,"Sauce, salsa, ready-to-serve"
06167,"Sauce, homemade, white, thick"
06169,"Sauce, ready-to-serve, pepper, TABASCO"
06963,Fish broth
07019,"Chorizo, pork and beef"
07024,"Frankfurter, chicken"
07025,"Frankfurter, turkey"
07027,"Ham, chopped, not canned"
07029,"Ham, sliced, regular (approximately 11% fat)"
07030,"Ham, minced"
07036,"Sausage, Italian, pork, raw"
07050,"Mortadella, beef, pork"
07057,"Pepperoni, beef and pork, sliced"
07059,"Polish sausage, pork"
07074,"Smoked link sausage, pork"
07075,"Sausage, smoked link sausage, pork and beef"
07081,"Turkey breast, sliced, prepackaged"
07926,"Salami, Italian, pork"
07939,"Frankfurter, pork"
07968,"Kielbasa, fully cooked, grilled"
07969,"Kielbasa, fully cooked, pan-fried"
07970,"Kielbasa, fully cooked, unheated"
07974,"Bacon, turkey, low sodium"
07977,"Ham, smoked, extra lean, low sodium"
07979,"Sausage, pork, turkey, and beef, reduced sodium"
09002,"Acerola juice, raw"
09003,"Apples, raw, with skin"
09021,"Apricots, raw"
09037,"Avocados, raw, all commercial varieties"
09038,"Avocados, raw, California"
09039,"Avocados, raw, Florida"
09040,"Bananas, raw"
09042,"Blackberries, raw"
09050,"Blueberries, raw"
09060,"Carambola, (starfruit), raw"
09063,"Cherries, sour, red, raw"
09070,"Cherries, sweet, raw"
09078,"Cranberries, raw"
09079,"Cranberries, dried, sweetened"
09083,"Currants, european black, raw"
09084,"Currants, red and white, raw"
09088,"Elderberries, raw"
09089,"Figs, raw"
09107,"Gooseberries, raw"
09110,"Goji berries, dried"
09111,"Grapefruit, raw, pink and red and white, all areas"
09112,"Grapefruit, raw, pink and red, all areas"
09113,"Grapefruit, raw, pink and red, California and Arizona"
09114,"Grapefruit, raw, pink and red, Florida"
09116,"Grapefruit, raw, white, all areas"
09117,"Grapefruit, raw, white, California"
09118,"Grapefruit, raw, white, Florida"
09128,"Grapefruit juice, white, raw"
09129,"Grapes, muscadine, raw"
09139,"Guavas, common, raw"
09140,"Guavas, strawberry, raw"
09148,"Kiwifruit, green, raw"
09149,"Kumquats, raw"
09152,"Lemon juice, raw"
09156,"Lemon peel, raw"
09159,"Limes, raw"
09164,"Litchis, raw"
09176,"Mangos, raw"
09181,"Melons, cantaloupe, raw"
09183,"Melons, casaba, raw"
09184,"Melons, honeydew, raw"
09190,"Mulberries, raw"
09191,"Nectarines, raw"
09195,"Olives, pickled, canned or bottled, green"
09200,"Oranges, raw, all commercial varieties"
09201,"Oranges, raw, California, valencias"
09202,"Oranges, raw, navels"
09203,"Oranges, raw, Florida"
09205,"Oranges, raw, with peel"
09206,"Orange juice, raw"
09216,"Orange peel, raw"
09218,"Tangerines, (mandarin oranges), raw"
09226,"Papayas, raw"
09236,"Peaches, yellow, raw"
09252,"Pears, raw"
09266,"Pineapple, raw, all varieties"
09279,"Plums, raw"
09286,"Pomegranates, raw"
09295,"Pummelo, raw"
09296,"Quinces, raw"
09302,"Raspberries, raw"
09316,"Strawberries, raw"
09318,"Strawberries, frozen, unsweetened"
09319,"Strawberries, frozen, sweetened, whole"
09322,"Tamarinds, raw"
09326,"Watermelon, raw"
09340,"Pears, asian, raw"
09404,"Grapefruit juice, pink, raw"
09412,"Pears, raw, bartlett"
09413,"Pears, raw, red anjou"
09414,"Pears, raw, bosc"
09415,"Pears, raw, green anjou"
09429,"Pineapple, raw, traditional varieties"
09430,"Pineapple, raw, extra sweet variety"
09433,"Clementines, raw"
09500,"Apples, raw, red delicious, with skin"
09501,"Apples, raw, golden delicious, with skin"
09502,"Apples, raw, granny smith, with skin"
09503,"Apples, raw, gala, with skin"
09504,"Apples, raw, fuji, with skin"
09518,"Raspberries, frozen, unsweetened"
10002,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw"
10004,"Pork, fresh, backfat, raw"
10005,"Pork, fresh, belly, raw"
10006,"Pork, fresh, separable fat, raw"
10010,"Pork, fresh, leg (ham), whole, separable lean only, raw"
10014,"Pork, fresh, leg (ham), rump half, separable lean only, raw"
10018,"Pork, fresh, leg (ham), shank half, separable lean only, raw"
10024,"Pork, fresh, loin, whole, separable lean only, raw"
10032,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw"
10040,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw"
10048,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw"
10056,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw"
10060,"Pork, fresh, loin, tenderloin, separable lean only, raw"
10066,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw"
10072,"Pork, fresh, shoulder, whole, separable lean only, raw"
10077,"Pork, fresh, shoulder, arm picnic, separable lean only, raw"
10084,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw"
10088,"Pork, fresh, spareribs, separable lean and fat, raw"
10094,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw"
10096,"Pork, fresh, variety meats and by-products, brain, raw"
10098,"Pork, fresh, variety meats and by-products, chitterlings, raw"
10100,"Pork, fresh, variety meats and by-products, ears, frozen, raw"
10102,"Pork, fresh, variety meats and by-products, feet, raw"
10103,"Pork, fresh, variety meats and by-products, heart, raw"
10105,"Pork, fresh, variety meats and by-products, jowl, raw"
10106,"Pork, fresh, variety meats and by-products, kidneys, raw"
10109,"Pork, fresh, variety meats and by-products, leaf fat, raw"
10110,"Pork, fresh, variety meats and by-products, liver, raw"
10112,"Pork, fresh, variety meats and by-products, lungs, raw"
10114,"Pork, fresh, variety meats and by-products, mechanically separated, raw"
10115,"Pork, fresh, variety meats and by-products, pancreas, raw"
10117,"Pork, fresh, variety meats and by-products, spleen, raw"
10119,"Pork, fresh, variety meats and by-products, stomach, raw"
10121,"Pork, fresh, variety meats and by-products, tongue, raw"
10123,"Pork, cured, bacon, unprepared"
10128,"Pork, cured, breakfast strips, raw or unheated"
10192,"Pork, fresh, backribs, separable lean and fat, raw"
10199,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw"
10207,"Pork, fresh, loin, country-style ribs, separable lean only, raw"
10214,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw"
10219,"Pork, fresh, ground, raw"
10225,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw"
10228,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw"
10894,"Pork, cured, ham, separable fat, boneless, heated"
10895,"Pork, cured, ham, separable fat, boneless, unheated"
10898,"Pork, pickled pork hocks"
10972,"Pork, ground, 84% lean / 16% fat, raw"
10973,"Pork, ground, 96% lean / 4% fat, raw"
10994,"Bacon, pre-sliced, reduced/low sodium, unprepared"
11011,"Asparagus, raw"
11031,"Lima beans, immature seeds, raw"
11052,"Beans, snap, green, raw"
11080,"Beets, raw"
11086,"Beet greens, raw"
11090,"Broccoli, raw"
11096,"Broccoli raab, raw"
11098,"Brussels sprouts, raw"
11104,"Burdock root, raw"
11109,"Cabbage, raw"
11112,"Cabbage, red, raw"
11114,"Cabbage, savoy, raw"
11116,"Cabbage, chinese (pak-choi), raw"
11118,"Cabbage, kimchi"
11119,"Cabbage, chinese (pe-tsai), raw"
11122,"Cardoon, raw"
11124,"Carrots, raw"
11134,"Cassava, raw"
11135,"Cauliflower, raw"
11141,"Celeriac, raw"
11143,"Celery, raw"
11147,"Chard, swiss, raw"
11151,"Chicory, witloof, raw"
11152,"Chicory greens, raw"
11154,"Chicory roots, raw"
11156,"Chives, raw"
11161,"Collards, raw"
11165,"Coriander (cilantro) leaves, raw"
11167,"Corn, sweet, yellow, raw"
11190,"Cornsalad, raw"
11199,"Yardlong bean, raw"
11203,"Cress, garden, raw"
11205,"Cucumber, with peel, raw"
11207,"Dandelion greens, raw"
11209,"Eggplant, raw"
11211,"Edamame, frozen, unprepared"
11213,"Endive, raw"
11215,"Garlic, raw"
11216,"Ginger root, raw"
11218,"Gourd, white-flowered (calabash), raw"
11220,"Gourd, dishcloth (towelgourd), raw"
11226,"Jerusalem-artichokes, raw"
11233,"Kale, raw"
11238,"Mushrooms, shiitake, raw"
11239,"Mushrooms, Chanterelle, raw"
11240,"Mushrooms, morel, raw"
11241,"Kohlrabi, raw"
11244,"Lambsquarters, raw"
11246,"Leeks, (bulb and lower leaf-portion), raw"
11248,"Lentils, sprouted, raw"
11250,"Lettuce, butterhead (includes boston and bibb types), raw"
11251,"Lettuce, cos or romaine, raw"
11252,"Lettuce, iceberg (includes crisphead types), raw"
11253,"Lettuce, green leaf, raw"
11257,"Lettuce, red leaf, raw"
11260,"Mushrooms, white, raw"
11265,"Mushrooms, portabella, raw"
11266,"Mushrooms, brown, italian, or crimini, raw"
11270,"Mustard greens, raw"
11274,"Mustard spinach, (tendergreen), raw"
11282,"Onions, raw"
11291,"Onions, spring or scallions (includes tops and bulb), raw"
11293,"Onions, welsh, raw"
11294,"Onions, sweet, raw"
11297,"Parsley, fresh"
11298,"Parsnips, raw"
11300,"Peas, edible-podded, raw"
11304,"Peas, green, raw"
11316,"Peas, mature seeds, sprouted, raw"
11329,"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids"
11333,"Peppers, sweet, green, raw"
11352,"Potatoes, flesh and skin, raw"
11353,"Potatoes, russet, flesh and skin, raw"
11354,"Potatoes, white, flesh and skin, raw"
11355,"Potatoes, red, flesh and skin, raw"
11362,"Potatoes, raw, skin"
11416,"Pumpkin flowers, raw"
11418,"Pumpkin leaves, raw"
11422,"Pumpkin, raw"
11429,"Radishes, raw"
11430,"Radishes, oriental, raw"
11435,"Rutabagas, raw"
11442,"Seaweed, agar, raw"
11444,"Seaweed, irishmoss, raw"
11445,"Seaweed, kelp, raw"
11446,"Seaweed, laver, raw"
11450,"Soybeans, green, raw"
11452,"Soybeans, mature seeds, sprouted, raw"
11457,"Spinach, raw"
11467,"Squash, summer, crookneck and straightneck, raw"
11475,"Squash, summer, scallop, raw"
11477,"Squash, summer, zucchini, includes skin, raw"
11482,"Squash, winter, acorn, raw"
11485,"Squash, winter, butternut, raw"
11489,"Squash, winter, hubbard, raw"
11492,"Squash, winter, spaghetti, raw"
11507,"Sweet potato, raw, unprepared"
11527,"Tomatoes, green, raw"
11533,"Tomatoes, red, ripe, canned, stewed"
11537,"Tomatoes, red, ripe, canned, with green chilies"
11548,Tomato powder
11564,"Turnips, raw"
11616,"Dock, raw"
11637,"Radishes, white icicle, raw"
11641,"Squash, summer, all varieties, raw"
11643,"Squash, winter, all varieties, raw"
11669,"Seaweed, wakame, raw"
11670,"Peppers, hot chili, green, raw"
11676,"Radish seeds, sprouted, raw"
11677,"Shallots, raw"
11695,"Tomatoes, orange, raw"
11696,"Tomatoes, yellow, raw"
11722,"Beans, snap, yellow, raw"
11740,"Broccoli, flower clusters, raw"
11741,"Broccoli, stalks, raw"
11749,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw"
11750,"Cabbage, common (danish, domestic, and pointed types), stored, raw"
11819,"Peppers, hot chili, red, raw"
11900,"Corn, sweet, white, raw"
11941,"Pickles, cucumber, sour"
11952,"Radicchio, raw"
11960,"Carrots, baby, raw"
11965,"Cauliflower, green, raw"
11977,"Peppers, serrano, raw"
11979,"Peppers, jalapeno, raw"
11981,"Peppers, hungarian, raw"
11984,"Epazote, raw"
11998,"Mushrooms, portabella, exposed to ultraviolet light, raw"
12023,"Seeds, sesame seeds, whole, dried"
12033,"Seeds, sesame flour, low-fat"
12061,"Nuts, almonds"
12062,"Nuts, almonds, blanched"
12087,"Nuts, cashew nuts, raw"
12088,"Nuts, cashew butter, plain, without salt added"
12097,"Nuts, chestnuts, european, raw, unpeeled"
12098,"Nuts, chestnuts, european, raw, peeled"
12104,"Nuts, coconut meat, raw"
12115,"Nuts, coconut cream, raw (liquid expressed from grated meat)"
12117,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)"
12142,"Nuts, pecans"
12151,"Nuts, pistachio nuts, raw"
12155,"Nuts, walnuts, english"
12169,"Seeds, sesame butter, paste"
12198,"Seeds, sesame butter, tahini, from raw and stone ground kernels"
13000,"Beef, grass-fed, strip steaks, lean only, raw"
13002,"Beef, carcass, separable lean and fat, select, raw"
13019,"Beef, retail cuts, separable fat, raw"
13023,"Beef, brisket, whole, separable lean only, all grades, raw"
13047,"Beef, grass-fed, ground, raw"
13068,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw"
13097,"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw"
13149,"Beef, rib, shortribs, separable lean only, choice, raw"
13227,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw"
13231,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, raw"
13235,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, raw"
13284,"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw"
13294,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw"
13318,"Beef, variety meats and by-products, brain, raw"
13321,"Beef, variety meats and by-products, heart, raw"
13323,"Beef, variety meats and by-products, kidneys, raw"
13325,"Beef, variety meats and by-products, liver, raw"
13328,"Beef, variety meats and by-products, lungs, raw"
13330,"Beef, variety meats and by-products, mechanically separated beef, raw"
13331,"Beef, variety meats and by-products, pancreas, raw"
13333,"Beef, variety meats and by-products, spleen, raw"
13335,"Beef, variety meats and by-products, suet, raw"
13337,"Beef, variety meats and by-products, thymus, raw"
13339,"Beef, variety meats and by-products, tongue, raw"
13341,"Beef, variety meats and by-products, tripe, raw"
13358,"Beef, cured, smoked, chopped beef"
13411,"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"
13468,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw"
13482,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, raw"
13488,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, raw"
13498,"Beef, ground, 70% lean meat / 30% fat, raw"
13499,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, raw"
13523,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, raw"
13597,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw"
13649,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw"
13791,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw"
13799,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13803,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"
13813,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13815,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"
13819,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13830,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw"
13844,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw"
13856,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw"
13866,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13874,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13881,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13887,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13889,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw"
13898,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13901,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, prime, raw"
13903,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw"
13913,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13915,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, raw"
13923,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13934,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw"
13958,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw"
13971,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw"
13974,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw"
13983,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw"
15001,"Fish, anchovy, european, raw"
15003,"Fish, bass, fresh water, mixed species, raw"
15004,"Fish, bass, striped, raw"
15008,"Fish, carp, raw"
15010,"Fish, catfish, channel, wild, raw"
15012,"Fish, caviar, black and red, granular"
15015,"Fish, cod, Atlantic, raw"
15019,"Fish, cod, Pacific, raw (may have been previously frozen)"
15025,"Fish, eel, mixed species, raw"
15028,"Fish, flatfish (flounder and sole species), raw"
15036,"Fish, halibut, Atlantic and Pacific, raw"
15039,"Fish, herring, Atlantic, raw"
15041,"Fish, herring, Atlantic, pickled"
15043,"Fish, herring, Pacific, raw"
15046,"Fish, mackerel, Atlantic, raw"
15050,"Fish, mackerel, Pacific and jack, mixed species, raw"
15051,"Fish, mackerel, spanish, raw"
15060,"Fish, perch, mixed species, raw"
15062,"Fish, pike, northern, raw"
15065,"Fish, pollock, Atlantic, raw"
15066,"Fish, pollock, Alaska, raw (may have been previously frozen)"
15076,"Fish, salmon, Atlantic, wild, raw"
15077,"Fish, salmon, chinook, smoked"
15083,"Fish, salmon, pink, raw"
15091,"Fish, sea bass, mixed species, raw"
15095,"Fish, shark, mixed species, raw"
15103,"Fish, spot, raw"
15109,"Fish, surimi"
15115,"Fish, trout, rainbow, wild, raw"
